,system_date,lat,lon,speed,LA,LZ
6112,2022-11-10 00:37:20.501296,40.5277776667,-3.6549103333,0.14,49.09,63.33
6113,2022-11-10 00:37:21.513464,40.5277781667,-3.6549096667,0.213,48.88,62.44
6114,2022-11-10 00:37:22.525442,40.527778,-3.6549088333,0.226,54.27,64.03
6115,2022-11-10 00:37:23.537412,40.5277755,-3.6549101667,1.524,58.19,66.94
6116,2022-11-10 00:37:24.549728,40.5277735,-3.6549133333,1.286,62.36,68.9
6117,2022-11-10 00:37:25.571942,40.5277698333,-3.6549175,1.874,60.93,69.43
6118,2022-11-10 00:37:26.584430,40.5277643333,-3.6549233333,2.419,60.54,69.87
6119,2022-11-10 00:37:27.597348,40.5277606667,-3.654933,3.411,61.17,71.93
6120,2022-11-10 00:37:28.609485,40.527753,-3.6549395,2.726,63.44,78.67
6121,2022-11-10 00:37:29.621562,40.527748,-3.6549515,4.262,63.16,73.66
6122,2022-11-10 00:37:30.633614,40.5277448333,-3.6549691667,5.901,64.27,79.28
6123,2022-11-10 00:37:31.645630,40.527738,-3.6549883333,6.491,66.02,79.56
6124,2022-11-10 00:37:32.657837,40.5277295,-3.655008,6.713,65.92,79.59
6125,2022-11-10 00:37:33.670524,40.5277201667,-3.6550281667,7.181,68.31,82.4
6126,2022-11-10 00:37:34.682605,40.5277023333,-3.655052,9.016,67.85,80.82
6127,2022-11-10 00:37:35.695453,40.5276828333,-3.6550715,9.625,69.05,84.36
6128,2022-11-10 00:37:36.707461,40.5276638333,-3.6550941667,10.106,69.61,83.05
6129,2022-11-10 00:37:37.719706,40.527645,-3.6551171667,9.908,69.28,83.73
6130,2022-11-10 00:37:38.732065,40.5276245,-3.6551313333,10.199,70.48,84.27
6131,2022-11-10 00:37:39.744348,40.5276116667,-3.6551593333,9.29,70.24,83.97
6132,2022-11-10 00:37:40.756517,40.5275963333,-3.6551865,9.78,72.32,87.46
6133,2022-11-10 00:37:41.768985,40.527576,-3.6552125,11.551,72.2,86.06
6134,2022-11-10 00:37:42.781214,40.5275555,-3.6552365,11.218,72.39,86.18
6135,2022-11-10 00:37:43.793390,40.5275336667,-3.6552625,11.59,71.75,87.75
