,system_date,lat,lon,speed,LA,LZ
174,2022-11-17 22:49:53.570017,39.9701976667,0.012532,0.066,49.53,68.21
175,2022-11-17 22:49:54.582224,39.9701965,0.0125338333,0.028,49.76,68.62
176,2022-11-17 22:49:55.593990,39.9701966667,0.0125335,0.023,49.05,67.68
177,2022-11-17 22:49:56.611541,39.970196,0.012535,0.148,48.06,67.87
178,2022-11-17 22:49:57.623451,39.9701956667,0.012537,0.054,48.1,67.49
179,2022-11-17 22:49:58.635332,39.9701951667,0.0125378333,0.028,48.94,68.31
180,2022-11-17 22:49:59.647102,39.9701948333,0.0125393333,0.093,49.67,67.6
181,2022-11-17 22:50:00.659598,39.9701945,0.0125408333,0.109,49.41,68.43
182,2022-11-17 22:50:01.671481,39.9701938333,0.0125425,0.161,50.19,68.68
183,2022-11-17 22:50:02.683161,39.9701933333,0.0125436667,0.017,49.56,67.33
184,2022-11-17 22:50:03.694925,39.9701931667,0.0125443333,0.092,50.86,69.29
185,2022-11-17 22:50:04.706599,39.9701928333,0.0125453333,0.131,50.74,68.12
186,2022-11-17 22:50:05.718476,39.9701921667,0.012546,0.163,52.76,72.42
187,2022-11-17 22:50:06.730291,39.9701906667,0.0125486667,0.076,54.75,70.31
188,2022-11-17 22:50:07.742180,39.9701893333,0.0125503333,0.074,50.97,73.12
189,2022-11-17 22:50:08.753905,39.9701878333,0.0125523333,0.058,51.36,71.75
190,2022-11-17 22:50:09.766628,39.970187,0.0125538333,0.07,50.93,67.94
191,2022-11-17 22:50:10.778378,39.9701863333,0.0125556667,0.118,51.8,71.63
192,2022-11-17 22:50:11.790065,39.9701858333,0.0125571667,0.086,54.49,70.69
193,2022-11-17 22:50:12.801938,39.970185,0.0125583333,0.104,50.37,68.12
194,2022-11-17 22:50:13.813834,39.9701846667,0.012559,0.136,49.69,67.32
195,2022-11-17 22:50:14.830108,39.9701846667,0.0125591667,0.1,50.12,70.47
196,2022-11-17 22:50:15.842076,39.9701855,0.0125595,0.088,49.26,68.89
197,2022-11-17 22:50:16.854026,39.9701855,0.0125596667,0.06,49.84,67.69
198,2022-11-17 22:50:17.866037,39.9701863333,0.0125605,0.095,50.62,68.26
199,2022-11-17 22:50:18.877899,39.9701861667,0.0125608333,0.118,50.32,68.5
200,2022-11-17 22:50:19.890079,39.970186,0.0125615,0.087,50.07,68.49
201,2022-11-17 22:50:20.901770,39.9701851667,0.0125625,0.076,50.65,69.07
202,2022-11-17 22:50:21.913632,39.9701843333,0.0125631667,0.107,50.83,68.9
203,2022-11-17 22:50:22.925104,39.970184,0.0125631667,0.122,50.01,69.44
204,2022-11-17 22:50:23.936786,39.9701841667,0.0125635,0.04,50.65,69.0
205,2022-11-17 22:50:24.948760,39.9701843333,0.0125636667,0.063,50.26,68.83
206,2022-11-17 22:50:25.960850,39.9701836667,0.012564,0.035,50.84,70.18
207,2022-11-17 22:50:26.972823,39.970183,0.012564,0.04,49.24,68.78
208,2022-11-17 22:50:27.985276,39.9701828333,0.0125641667,0.082,50.61,69.73
